Label	Weight	Text
l-ddk-calendar	1	what's up next
l-ddk-calendar	1	schedule a chiropractors appointment on july 7th at 4 o clock
l-ddk-calendar	1	i don't like that time
l-ddk-calendar	1	make me an appointment for next weekend
l-ddk-calendar	1	how many minutes before my next appointment
l-ddk-calendar	1	what ' s on my calendar for today
l-ddk-calendar	1	find the meetings mary
l-ddk-calendar	1	please
l-ddk-calendar	1	schedule an appointment for one o clock today
l-ddk-calendar	1	accept the meeting held on tomorrow at room 301
l-ddk-calendar	1	i need to join conference call
l-ddk-calendar	1	not this conference room, please change
l-ddk-calendar	1	give me details of the next appointment
l-ddk-calendar	1	delete birthday calendar
l-ddk-calendar	1	abort that
l-ddk-calendar	1	not right, schedule it as 1x1 meeting with yolanda
l-ddk-calendar	1	schedule an appointment with madden today at 2 o clock
l-ddk-calendar	1	alert attendees meeting is at 8 30
l-ddk-calendar	1	let 5 pm meeting starting at 3
l-ddk-calendar	1	clear my calendar for january 29th
l-ddk-calendar	1	how much time is there before office meeting
l-ddk-calendar	1	tell me about my next meeting
l-ddk-calendar	1	schedule a dental appointment tomorrow afternoon at five thirty pm
l-ddk-calendar	1	i need to go to the next one
l-ddk-calendar	1	make appointment for 5 30 tomorrow
l-ddk-calendar	1	please let all in work group know meeting to start at 9 15
l-ddk-calendar	1	what ' s on my calendar
l-ddk-calendar	1	schedule a shopping trip with shawntia on friday at 5 pm
l-ddk-calendar	1	over run of time in confer room - all attendees to be notified of meeting being moved to next room - will explain why later
l-ddk-calendar	1	what ' s my schedule like tomorrow
l-ddk-calendar	1	how long will my dentist appointment last
l-ddk-calendar	1	create a meeting at 6 o'clock
l-ddk-calendar	1	when ' s my 1st meeting tomorrow
l-ddk-calendar	1	what do i have on sunday
l-ddk-calendar	1	reschedule meeting
l-ddk-calendar	1	please open my date with angela and tell me about it
l-ddk-calendar	1	make appointment to see doctor culver august the 22nd 2013 1 pm
l-ddk-calendar	1	yeah thank you
l-ddk-calendar	1	help me to book a meeting room from 10 am to 3 pm
l-ddk-calendar	1	set up meeting with pura for every tuesday at 1 pm
l-ddk-calendar	1	am i free at 7 p . m .
l-ddk-calendar	1	yes good
l-ddk-calendar	1	tell me how long is my 4 oclock meeting
l-ddk-calendar	1	put julie hay in my calendar for tomorrow
l-ddk-calendar	1	obtain the appointment with frank
l-ddk-calendar	1	what the place of the weekly meeting
l-ddk-calendar	1	bring the previous one
