Label	Weight	Text
l-ddk-greeting	1	whats up
l-ddk-greeting	1	whatcha
l-ddk-greeting	1	good evening
l-ddk-greeting	1	good morning
l-ddk-greeting	1	wozup
l-ddk-greeting	1	hello
l-ddk-greeting	1	whatsup
l-ddk-greeting	1	yo
l-ddk-greeting	1	how are you
q_ddk-knowledge	1	what type of company are you
q_ddk-knowledge	1	do you do project management
q_ddk-knowledge	1	what are your services
q_ddk-knowledge	1	what are your company principles
q_ddk-knowledge	1	Who is part of DDK
q_ddk-knowledge	1	What IT skills do you provide
q_ddk-knowledge	1	what clients do you have
q_ddk-knowledge	1	what are you
q_ddk-knowledge	1	what industry credentials do you have
q_ddk-knowledge	1	Do you have any industry partners
q_ddk-knowledge	1	are you an accredited organisation
q_ddk-knowledge	1	What are your company values
q_ddk-knowledge	1	how can you help me
q_ddk-knowledge	1	how much experience do you have
q_ddk-knowledge	1	What IT Services do you specialise in
q_ddk-knowledge	1	who works for you
q_ddk-knowledge	1	what do you do
q_ddk-knowledge	1	what do you make
q_ddk-knowledge	1	are your people trained
q_ddk-knowledge	1	who are your clients
q_ddk-knowledge	1	can you tell me what you sell
q_ddk-knowledge	1	How many people do you employ
q_ddk-knowledge	1	How big is your company
